tx	gene_id	USA500_NRS385_Biofilm_10h_1	USA500_NRS385_Biofilm_10h_2	USA500_NRS385_Biofilm_10h_3	USA500_NRS385_Biofilm_10h_4	USA500_NRS385_Biofilm_24h_1	USA500_NRS385_Biofilm_24h_2	USA500_NRS385_Biofilm_24h_3	USA500_NRS385_Biofilm_24h_4	USA500_NRS385_Biofilm_24h_5	USA500_NRS385_Biofilm_24h_6	USA500_NRS385_Biofilm_24h_7	USA500_NRS385_Biofilm_24h_8	USA500_NRS385_Biofilm_5h_1	USA500_NRS385_Biofilm_5h_2	USA500_NRS385_Biofilm_5h_3	USA500_NRS385_Biofilm_5h_4	USA500_NRS385_Planktonic_10h_1	USA500_NRS385_Planktonic_10h_2	USA500_NRS385_Planktonic_10h_3	USA500_NRS385_Planktonic_10h_4	USA500_NRS385_Planktonic_24h_1	USA500_NRS385_Planktonic_24h_2	USA500_NRS385_Planktonic_24h_3	USA500_NRS385_Planktonic_24h_4	USA500_NRS385_Planktonic_24h_5	USA500_NRS385_Planktonic_24h_6	USA500_NRS385_Planktonic_24h_7	USA500_NRS385_Planktonic_24h_8	USA500_NRS385_Planktonic_5h_1	USA500_NRS385_Planktonic_5h_2	USA500_NRS385_Planktonic_5h_3	USA500_NRS385_Planktonic_5h_4
unassigned_transcript_1441	SAUSA300_RS07335	895.395	834	890.385	864.543	223.587	224	230	216	218	266	230	207	1116.275	1131.973	1249.593	1147.348	809.682	818.289	756.927	787.28	717.06	720.088	696.25	919.899	757.205	877.527	935.12	906.306	683.965	678.635	677.163	647.348
unassigned_transcript_1442	SAUSA300_RS07340	268	229.838	271	269.418	56.925	55	47.396	49.631	48	49.383	51.982	60.394	589.15	530.968	574.23	509.563	618.428	563.383	573.306	574.967	328.067	354.635	369.19	448.224	342.828	431.695	415.96	433.879	244.978	245.252	238.584	243.918
unassigned_transcript_1443	SAUSA300_RS07345	235.505	258.887	277.616	238.647	27.229	35	45.676	22.418	37	43.617	39.034	39.606	265.843	306.128	277.883	290.765	293.662	261.014	260.395	250.022	226.128	228.471	208.32	242.691	210.336	270.036	249.014	212.847	186.427	203.51	173.408	175.463
unassigned_transcript_1444	SAUSA300_RS07350	291.552	278.524	309.909	289.982	41.888	33.681	39.928	44.991	49	39.012	46.473	50	266.506	216.534	212.713	207.243	173.256	205.843	217.638	201.8	248.618	239.234	231.948	300.981	220.087	266.778	272.606	303.626	187.032	179.606	154.073	180.315
unassigned_transcript_1445	SAUSA300_RS07355	385.072	370.751	389.476	363.954	77.958	98.319	81	92.96	79	89.988	70.511	102	223.664	175.745	211.289	198.37	157.004	192.947	204.735	196.694	176.426	215.808	179.984	262.328	172.552	246.858	221.591	234.592	143.639	170.557	122.889	165.917
unassigned_transcript_1446	SAUSA300_RS07360	80	98	108	100	20	33	19	33	22	20	17	23	52	38.075	53.435	44	54	52	47	45	52	55	40	59	39	70	52.993	58	30	35	26	34
unassigned_transcript_1447	SAUSA300_RS07365	5023.778	4949.647	5141.823	4979.89	2970.433	2757	2797.974	2833	2781.366	2897.177	2883	2899.01	2947.176	2887.473	3052.829	2857.407	2458.88	2559.704	2390.57	2440.344	1546	1546.563	1410.815	1890.111	1487.896	1861.327	1825.643	1839.725	1935.956	1905.871	1874.061	1941.364
unassigned_transcript_1448	SAUSA300_RS07370	28.586	25.736	31.01	24.452	3.668	0	4	3.002	3.316	3.981	3	2.005	74.012	79.521	62.359	68.782	73.399	57.704	72.146	62.109	25.614	30.506	23.241	23.024	21.663	23.568	33.623	33.517	15.772	18.943	18.865	31.065
unassigned_transcript_1449	SAUSA300_RS07375	49.206	40.605	57.431	58.268	7.332	13	5	8.998	12.685	5.303	6.662	7.995	85.748	125.844	105.342	117.274	113.834	131.607	122.55	118.171	80.399	58.48	93.418	85.591	59.192	86.144	81.565	107.618	57.314	61.605	73.817	62.701
unassigned_transcript_1450	SAUSA300_RS07380	240.285	232.75	241.118	227.504	31.023	25	27.436	29.018	26.074	23.697	23.338	30	403.482	417.434	454.706	410.781	435.722	434.049	490.069	483.215	302.253	296.407	288.499	342.405	274.251	352.834	367.952	384.394	165.481	200.655	190.181	169.107
unassigned_transcript_1451	SAUSA300_RS07385	164.249	176.916	189.448	183.779	59.977	53.626	62.564	56.984	63.926	51.186	61.001	60.169	416.674	384.906	401.939	432.937	331.219	312.222	339.789	316.091	465.696	471.628	422.517	525.947	447.703	512.673	551.387	501.902	440.959	415.608	409.392	405.906
unassigned_transcript_1452	SAUSA300_RS07390	92.056	108.67	90.999	105.063	24	21.374	21	25.016	26	19.814	22.999	40.831	168.492	173.57	170.563	135.718	182.651	148.818	161.647	152.474	145.058	153.951	168.982	207.507	136.811	176.651	200.706	181.253	116.036	121.698	138.078	111.471
unassigned_transcript_1453	SAUSA300_RS07395	160.05	141.323	150	135.936	64	57	63	63.982	58	52	50	50	179.075	189.726	188.431	183.994	175.425	178.166	203.113	188.411	201.53	227.951	230.001	287.906	227.923	339.765	282.178	299.533	195.74	243.609	226.188	215.282
unassigned_transcript_1454	SAUSA300_RS07400	0	0	1	1	1	0	0	2	1	0	0	0	0	2	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0
unassigned_transcript_1455	SAUSA300_RS07405	169.986	207.995	191.994	206.994	33	25	34	19.003	22	20	26	16	186.463	188.63	236.014	176.139	350.686	342.712	344.177	352.844	355.991	343.185	319.887	416.914	327.989	437.718	395.471	411.772	63.492	71.474	73.532	64.951
unassigned_transcript_1456	SAUSA300_RS07410	595.608	504.236	612.598	584.141	69.462	87	76.051	72.637	74.062	86.19	75.107	77.96	752.437	712.089	773.214	688.498	585.093	603.751	591.768	585.303	797.79	753.849	764.594	909.974	776.964	942.971	972.494	923.779	413.009	485.255	432.946	438.157
unassigned_transcript_1457	SAUSA300_RS07415	497.318	487.113	528.486	542.707	204.231	176.872	185.921	197.748	170.21	200.618	177.043	174.855	447.824	474.084	497.35	471.416	381.664	396.49	379.259	414.425	521.713	503.714	527.54	689.25	488.632	625.828	593.081	575.422	411.759	433.107	443.363	431.284
unassigned_transcript_1458	SAUSA300_RS07420	140.088	136.656	177.922	164.159	32.307	33.128	38.028	35.615	26.731	40.193	26.85	46.185	157.136	166.799	170.816	168.985	123.297	117.468	115.863	111.191	79.632	74.52	74.697	107.557	81.335	126.556	98.151	104.802	67.529	94.804	83.03	76.402
unassigned_transcript_1459	SAUSA300_RS07430	1810.717	1690.135	1833	1744.026	1561	1562	1556	1589.007	1569	1553	1562.806	1634	10387.617	10529.616	10769.461	10255.267	8280.272	8547.752	8186.146	8202.51	5103.159	5081.05	5057.09	6342.478	4870.065	6515.655	6144.051	6297.291	12335.809	12826.847	12629.244	12389.661
unassigned_transcript_1460	SAUSA300_RS07435	577.694	527.018	533.522	509.716	235.351	201.616	208.153	197.845	219.515	227.537	217.047	208.239	929.937	957.224	896.149	936.627	760.962	792.855	743.628	741.754	904.803	871.537	931.736	1099.065	861.413	1175.567	1129.465	1098.175	704.03	749.345	753.804	739.65
unassigned_transcript_1461	SAUSA300_RS07440	912.306	894.353	874.274	845.284	258.649	292.384	267.847	285.155	253.485	308.463	312.002	276.761	1282.501	1233.287	1313.785	1226.695	1124.789	1140.353	1152.577	1116.388	1254.97	1252.597	1293.743	1584.014	1266.289	1616.582	1591.271	1577.977	1213.836	1233.459	1183.992	1170.01
unassigned_transcript_1462	SAUSA300_RS07445	4751.622	4656.343	4833	4736.506	914	986	958	933	903.99	944	935	922.451	4560.062	4387.64	4738.408	4424.319	3893.098	4019.551	3954.004	3972.709	1877.457	1762.973	1908.36	2371	1780.337	2302.958	2290.622	2257.766	5032.948	5172.563	5039.243	4998.922
unassigned_transcript_1463	SAUSA300_RS07450	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
unassigned_transcript_1464	SAUSA300_RS07460	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.917	0	1.978	0	0	0	0	0	0	0	0	0	0	0	0
unassigned_transcript_1465	SAUSA300_RS07465	167	191	199	183.003	59	58	77	78	61	76	68	73	140.828	153.137	163.601	147.014	179.995	171.212	179.02	162.022	176.042	176	179	243	211.996	195	229	237	147.178	185.088	192	197
unassigned_transcript_1466	SAUSA300_RS07470	19	24	26	36	20	27	20	13	23	18	14	17	54.001	55.7	59.412	59	70	75	72.327	67	60	69	47	71	64	75	68	70	33	36.126	38	41
unassigned_transcript_1467	SAUSA300_RS07475	227	225	258	232	58	47	58	46	54	61	74	47	188.65	221.526	212.286	220.3	115	118.185	113	138.073	124	128	131	169.018	102	166	160.536	163.871	128	141	138.554	118.032
unassigned_transcript_1468	SAUSA300_RS07480	1	0	1	1	2	1	0	0	1	0	0	1	0	2	1.985	2	0	0	0	0.927	2	0	0	0	0	1	0	0	1	2.882	0	2.905
unassigned_transcript_1469	SAUSA300_RS07485	5946.196	5705	6052.025	5759.086	8196.698	8088.04	8312.008	8070.845	8113.864	8325.914	7988.221	8098.483	6477.122	6371.798	6621.204	6331.735	4789.138	4837.924	4770.46	4842.354	3731.225	3621.843	3621.669	4446.125	3570.844	4461.304	4546.655	4363.546	9000.206	9329.598	9120.087	8950.362
unassigned_transcript_1470	SAUSA300_RS07490	459.961	421.019	426.098	465.034	95	92.484	89	95.069	73.101	75.149	81	95	642.057	613.12	638.059	621.174	419.112	371.383	394.982	421.765	354.631	323.608	319.895	421.758	346.444	418.401	386.92	382.938	327.796	345.502	306.291	310.768
unassigned_transcript_1471	SAUSA300_RS07495	185.039	166.981	176.971	150.966	22	18.516	27	16.931	17.899	24.851	22	19	231.808	222.399	238.709	229.581	160.416	152.704	156.879	148.325	61.417	55.388	54.711	77.175	65.551	92.026	86.428	84.219	33.094	29.625	35.723	24.881
unassigned_transcript_1472	SAUSA300_RS07500	82	73	67	70	50	45	68	58	59	59	56	56	96.008	75	102.9	84.622	54	47.198	62	52	106	123	119	140.975	95	155	153	151	60	66.43	58	58
unassigned_transcript_1473	SAUSA300_RS07505	563	563	547	574.002	57	64	69	61	80	69	70	63	176.615	178.582	187.084	184.467	252	240.952	259.303	277.409	163	140	145.002	214	164	197.249	182	198	75	76.006	68	69
unassigned_transcript_1474	SAUSA300_RS07510	2	0	3	3	0	0	0	0	0	1	1	1	1	1	3	2	1	2	3	1	1	1	0	1	0	2	3	0	0	0	0	0
unassigned_transcript_1475	SAUSA300_RS07515	25	30	25	23	9	11	15	9	11	4	4	6	11	4	11	11	16	10	18	14	8	14	7	14	11	12	12	12	15	8	9	14
unassigned_transcript_1476	SAUSA300_RS16115	2	1	1.999	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	2.895	1.693	0	0	1	0.998	0	2	0	0	0	0.999
unassigned_transcript_1477	SAUSA300_RS07525	3	4.187	7.001	6	1	1	0	2	0	0	0	1	5	4.02	4	2	5	4	4	1	2.072	4.307	2	3	2.007	7.002	2	3	3	9	6	1.001
unassigned_transcript_1478	SAUSA300_RS07530	6	3.813	3	2	0	0	0	0	1	1	0	0	1	1	3	2	2	0	3	2	3.033	2	2	0	1	0	1	3	0	2	2	0
unassigned_transcript_1479	SAUSA300_RS07535	0	1	2	0	0	0	0	0	0	1	0	0	1	0	0	0	0	2	0	1	0	0	0	1	0	0	0	1	0	0	0	0
unassigned_transcript_1480	SAUSA300_RS07540	1	1	1	0	10	9	3	5	3	2	2	4.285	0	0	0	0	6	2	1	3	0	0	0	0	0	0	1	3	0	0	0	0
unassigned_transcript_1481	SAUSA300_RS07545	1	0	0	1	3	9	5	6	0	4	4	3.715	0	0	0	0	2	0	1	3	0	0	0	1	0	0	0	0	0	0	0	0
unassigned_transcript_1482	SAUSA300_RS07550	2	1	1	2	4	2	2	1	3	7	4	0	2	1	2	0	3	0	0	1	0	0	3	1	2	3	1	1	5	1	5	4
unassigned_transcript_1483	SAUSA300_RS07555	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0
unassigned_transcript_1484	SAUSA300_RS07560	1	2	0	4	0	1	1	0	0	1	0	0	2	4	2	2	2	2	3	3	3	2	3	2	2.16	3	2	0	4	3	1	5
unassigned_transcript_1485	SAUSA300_RS07565	0	2	3	1	0	0	0	0	0	1	0	0	1	2.167	2	0	1	0	0	1	0	0	1	0	0.84	0	0	2	1.599	0.999	0	0
unassigned_transcript_1486	SAUSA300_RS07570	0.999	3	0	0	1	0	0	1	1	0	0	0	0	2.833	2	0	0	1	0	1	0	1	1	0	0	3	3.007	0	1.401	2	5	0
unassigned_transcript_1487	SAUSA300_RS07575	3.001	6	3.999	2.999	2	1	1	2	2	3	0	0	0	3	3	5	6	2	6	2	5	2	3	2	5.936	8	6.993	1	7	4.273	1	4
unassigned_transcript_1488	SAUSA300_RS07580	17	11	9.001	14.001	7	6	7	14	10	14	8	7	8	10	11	13	7.004	8	8	6	14	13	12	15	17.064	13	16	23	13	18.729	18	24
unassigned_transcript_1489	SAUSA300_RS07585	2	4	5.999	1	1	1	3.011	1	1	1	0	1	1.001	2	0	1	2	0.97	3.009	2.372	2	4	0.994	3	1	1	3	2	6	2.557	4.997	2
unassigned_transcript_1490	SAUSA300_RS07590	18.997	17	18.001	15	2	2	1.989	3	2	3	1	1	19.999	7	6	10	13	7.03	10.991	14.628	2	6	8.006	10	5	5	5	10	7	5.443	5.003	5
unassigned_transcript_1491	SAUSA300_RS07595	11.423	14.006	20.157	14.637	2	2	2	1	1	1	2.009	0	4	6.242	7.883	4	12.628	24	10.467	11.252	2	7	5	4	2	2	1.018	0	5.674	5.217	5.037	2.754
unassigned_transcript_1492	SAUSA300_RS07600	89.58	91.994	106.843	88.363	113	106	99	129	117	109	125.991	112.002	67.01	77.758	68.118	74	69.372	83	64.533	71.749	35	35	30.002	42	43.016	36.77	44.982	38.046	172.386	156.783	154.224	143.104
unassigned_transcript_1493	SAUSA300_RS07605	2	3	4	0	0	0	1	0	0	0	0	3.998	1	2	0	1	1	2	1	2	1	1	1	1	1.984	1	2	1.027	4	2.99	1	3
unassigned_transcript_1494	SAUSA300_RS07610	4	1	2	2	2	1	2	0	4	0	4	0	4.683	4	6	1	1	0	5	4	0	1	0	1	0	0	1	1.973	1	2.01	6.989	8
unassigned_transcript_1495	SAUSA300_RS07615	40	38	40	22	47	47	37.056	45	51	40	42	44	42.001	38	26	35	32	40	33	28	12	14	14	18	13	20.793	11	15	69.776	63.634	67.569	65.004
unassigned_transcript_1496	SAUSA300_RS07620	17	17	25	18	25	40	25.944	30	30	34	30	31	19	21	18	12	23	18	21	17	12	8	11	8	10	12.032	5	10	31.224	23.366	44.442	40
unassigned_transcript_1497	SAUSA300_RS07625	1	2	1	3	0	0	0	0	0	1	0	0	0	1	1	0	1	0	2.967	2	0	0	0	0	1	0	1	0	1	3	1	2
unassigned_transcript_1498	SAUSA300_RS07630	7	3	3	1	1	1	1	0	0	0	1	0	2	9	6	8	4	5	7.033	5	1	4	3	3	1	4	6	2	9	13	5	7
unassigned_transcript_1499	SAUSA300_RS07635	1	2.122	0	1	2	0	0	0	0	1.043	0	0	2	5	3	5	0	1	2	1	0	0	0	0	2	0	0	1	0	1	0	0
unassigned_transcript_1500	SAUSA300_RS07640	0	0.878	7	4	0	0	2	0	1	2.957	0	0	4.326	5	3	5	3	3	8	9	1	3	1	3	1	5	2	2	7	4	5	4
unassigned_transcript_1501	SAUSA300_RS07645	17	14.707	25	18	6	9	6	7	6	7	4	6	28.674	26	31	20.617	26	25	27	21	12	7	13	13	11	16.982	22	8	28	40	24	26
unassigned_transcript_1502	SAUSA300_RS07650	5	5.293	6	6	1	1	3	2	4	4	2	1	8.002	13	13	14	12	6.995	9	7	2	2	6	4	3	3.018	3	3	7	12	11.871	7.331
unassigned_transcript_1503	SAUSA300_RS07655	11	12	12	12	1	2	5	3	6	4	1	1	22.001	11.001	24	17	37	30.005	24	19	6	3	7	11	6	8.999	4	14	13	20	19.129	21.744
unassigned_transcript_1504	SAUSA300_RS07660	8	15	10	18	7	10	5	1	1	10	11	6	11	15	20	11	10	18	17.062	10	13	3	7	3	5	7	10	8	11	18	22	20.925
unassigned_transcript_1505	SAUSA300_RS07665	0	1	1	0	0	1	1	1	2	0	0	0	0	1	0	2	1	0	2.938	1	0	0	0	0	1	2	0	1	0	0	0	3
unassigned_transcript_1506	SAUSA300_RS07670	0	1	2	2	0	1	1	0	0	1	0	1	2	1	0	0	0	2	1	0	0	1	0	0	0	0	0	3	0	1	0	1
unassigned_transcript_1507	SAUSA300_RS07675	10	20	2	12	7	1	5	1	3	2	3	5	7	5	9	8	8	10	12	6	5	7	7	8	4	7	12	8	10	10	10	12
unassigned_transcript_1508	SAUSA300_RS07680	36	25.954	52	36.93	6	10	8	13	8	13	10	17	33.001	26	28	34.082	37	39	34	31.987	36	19	25	29	39	27	23	38	53	54.001	61	49.471
unassigned_transcript_1509	SAUSA300_RS07685	5	6.046	10	7.07	1	0	1	1	1	0	4	1	4.999	1	3	5.918	5	9	9	8.013	1	3	5	3	0	1	2	0	4	2.999	5	4
unassigned_transcript_1510	SAUSA300_RS07690	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
unassigned_transcript_1511	SAUSA300_RS07695	31	20	22	31	19	20	17	13	21	15	13	19	28	38	32	21.032	42	25	44	41	23	25	17	28	27	46	36	32	40.878	48	47.01	47
unassigned_transcript_1512	SAUSA300_RS07700	4	1	1	2	1	0	1	0	0	0	0	2	1	1.14	0	0	3	1	2	4.981	0	0	1	1	0	1	2	0	1	2	1	2
unassigned_transcript_1513	SAUSA300_RS07705	6	6	3	2	1	2	1	2	0	1	2	1	4	4.86	8	6.993	2	1	1	2.019	1	2	1	2	3	1	3	1	3	7	2.018	5
unassigned_transcript_1514	SAUSA300_RS07710	3	2.99	10	4	0	0	0	2.99	1	0	0	0	6	6	7	4	3	6	6	9	3	1	2	3	2	2	3	0	6	4.999	6.982	4.951
unassigned_transcript_1515	SAUSA300_RS07715	1	0	5	1	1	0	0	0	1	0	0	1	2	2	2	2	3	0	2	4.996	1	0	0	0	1	0	2	0	2	1	0	0
unassigned_transcript_1516	SAUSA300_RS07720	1	0	0	3	0	1	0	1	1	0	0	0	1	0	1	3	0	0	1	1.004	2	1	1	0	0	5	0	1	1	1	2	2
unassigned_transcript_1517	SAUSA300_RS07725	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
unassigned_transcript_1518	SAUSA300_RS07730	2	2	0	2	0	2	3	1	2	2	4	2	3	4	1	0	0	1	2	1	2	3	3	7	0	2	1	1	3	4.914	1	3
unassigned_transcript_1519	SAUSA300_RS07735	14	13	11	12	6	6	4	9	9	8	12	17	14	15	17	16	4	4	3	5	4	3	4	7	4	5	3	2	16	16.086	17	20.995
unassigned_transcript_1520	SAUSA300_RS07740	3	1	2	4.002	3	3	5	2	4	5	8	2	14	9	9.999	6	1	2	4	0	0	1	2	2	1	3	0	2	9	15	15	16
unassigned_transcript_1521	SAUSA300_RS07745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
unassigned_transcript_1522	SAUSA300_RS07750	1	1	2	3	5	3	1.002	4	1	6	3	2	5	7	3	1	2	1	2	1	1	0	0	6	0	1	2	0	4	5.154	6	6
unassigned_transcript_1523	SAUSA300_RS07755	0	0	1	4	0	2	1.998	0	1	2	1	2	2	1.023	5	2	0	0	1	0	2	1	1	0	2	2	2	1	7	7.975	8	3
unassigned_transcript_1524	SAUSA300_RS07760	0	0	0	0	0	0	0	0	1	0	0	0	3	1.998	1	1	0	0	0	1	0	0	0	0	0	0	0	2	1	2	1	0.999
unassigned_transcript_1525	SAUSA300_RS07765	5	5	3	8	7	4	4	7	4	6	3	5	9	11	7	17	4	3	7	2	2	7	2	4	4	2	4	7	18	21	12	14.001
unassigned_transcript_1526	SAUSA300_RS07770	5	11	3.004	7	2	3	2	4	5	5	4	2	6	8	8.992	11	7	4	3	0	1	3	3	2	5	8	2	2	14	10	6	6.998
unassigned_transcript_1527	SAUSA300_RS07775	9	9	11.996	5	9	5.012	5	6	4.017	5	3	3	16	17	15.012	17.053	10.006	9	8	2.003	6	3	1	3.009	2	3	1	1	15.082	15	15.001	12.183
unassigned_transcript_1528	SAUSA300_RS07780	0	2	0	1	0	2.988	1	3	0.983	0	0	0	4.489	0	5.996	6.947	0.994	1	0	2	0	1	1	1.464	0	0	1	0	3.918	2	4.999	5.819
unassigned_transcript_1529	SAUSA300_RS07785	5	1	2	2	1	0	1	0	2	0	0	2	3.511	2	4.436	0	1	1	1	0	0	1	1	2.628	0.997	0	1	2.964	5	2	3	5.002
unassigned_transcript_1530	SAUSA300_RS07790	2	0	7	2	0	2	1	0	0	3.036	0	0	2	1	1.563	5	2	1	0	1	0	2	0	1.9	2.003	1	1	1.036	6	4	3	3.998
unassigned_transcript_1531	SAUSA300_RS07795	2	0	4	3	2	0	2	1	0	3.964	0	0	3	3	2	6.93	2	0	1	1	1	2	1	0	1	0	0	0	1	3	0	2
unassigned_transcript_1532	SAUSA300_RS07800	12	16	25	17	3	3	4	6	6.047	4	3	5	39.941	27	30	26	3	11	7	8	2	2	1	0	2	6	4	1	33	29	28	36
unassigned_transcript_1533	SAUSA300_RS07805	3	4	3	0	2	0	0	3	3.953	1	3	3	3.09	8	3	5	1	1	0	1	1	0	0	0	0	1	2	1	2	4	5	5.387
unassigned_transcript_1534	SAUSA300_RS07810	3	5	4	3	2	2	1	0	1	0	0	0	4.97	7	8	4	2	1	1	1	2	0	1	2	1	0	1	1	4	3	3	2.613
unassigned_transcript_1535	SAUSA300_RS07815	5	1	3	2	1	4	0	0	0	0	0	0	8	6	8	8	21	12.186	24	18.667	2	5	3	3	3	5	2	3	1	2	0	1
unassigned_transcript_1536	SAUSA300_RS15875	1	1	1	0	0	1	0	1	1	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0
unassigned_transcript_1537	SAUSA300_RS07820	3	0	3	4	3	2	0	3	2	1	1	0	1	2	2	2	1	1	0	0	0	0	1	0	0	0	1	2	1	0	4	1
unassigned_transcript_1538	SAUSA300_RS07825	148.997	151.673	146.829	138.159	26.987	24	22.961	26.803	22.945	28.999	21	29.888	415.196	427.49	443.661	403.547	160.685	146.353	161.595	167.254	162.448	151.039	145.306	189.206	173.4	191.826	190.922	184.745	88.066	104.073	76.975	90.698
unassigned_transcript_1539	SAUSA300_RS07830	151.003	150.17	150.646	149.509	35.013	39	26.982	32.197	38.055	36.001	48.966	50.112	414.918	369.976	427.291	439.149	215.324	236.992	225.817	198.184	195.648	166.909	175.777	215.721	158.761	191.099	220.359	193.535	120.857	115.373	116.287	104.808
unassigned_transcript_1540	SAUSA300_RS07835	76.203	87.916	76.098	81.386	86.048	61.631	97.84	79.37	67.581	77.949	94.165	86.149	401.664	440.923	430.295	409.631	168.096	202.509	181.335	153.774	143.436	142.768	153.239	215.259	169.477	201.695	197.905	206.413	97.176	117.418	100.247	123.969
unassigned_transcript_1541	SAUSA300_RS07840	124.77	137.084	117.902	112.946	36.952	37.369	37.207	36.63	37.419	46.051	36.87	37.851	413.834	482.683	408.887	433.856	184.978	172.241	156.946	195.923	121.469	135.803	131.981	163.814	116.276	162.202	173.826	173.787	103.89	105.007	96.217	94.024
unassigned_transcript_1542	SAUSA300_RS07845	49	47	52	49	12	11	19.01	11	13	13	15	20	105	109	112.99	98.047	70	72	73	68	61.004	52	65.914	60.462	60	57	65	64.441	51.011	28.071	50	35
unassigned_transcript_1543	SAUSA300_RS07850	239	221	229	247	88	98	95	98	84	97	83	63	145	156	146	138	188.09	190	202	184	47	45	61	73	62.12	77	68	65	39	61	50	53
unassigned_transcript_1544	SAUSA300_RS07855	55	53	45	57	12	10	9	8	8.002	8	10	10	165.996	173.256	207.052	172.764	46	57.011	66	50	58	59	59.003	44	63	57	78	59	39.212	35.003	48.959	44
unassigned_transcript_1545	SAUSA300_RS15950	190.895	188.226	194.115	200.32	94	69.904	99.772	94	102.335	88.555	89.904	88.955	266.053	240.371	243.003	250.654	352.131	317.84	342.588	311.399	410.016	406.511	397.208	488.776	401.602	519.493	496.195	464.2	121.98	160.098	118.564	132.046
unassigned_transcript_1546	SAUSA300_RS07865	94.105	82.774	99.594	112.68	47	54.096	46.228	41	49.665	45.445	40.096	34.045	116.328	109.089	106.021	95.134	136.828	134.169	154.068	138.67	239.009	213.483	246.1	242.225	221.396	268.525	278.805	286.179	97.084	91.125	105.724	83.259
unassigned_transcript_1547	SAUSA300_RS07870	561.933	612.511	633.444	577.665	58	69.022	61.006	74	73.381	64.136	77.253	59.274	491.158	525.765	463.774	423.511	438.024	432.015	456.176	398.498	613.563	610.876	612.103	720.728	588.068	768.34	737.896	711.175	673.35	776.355	687.391	659.853
unassigned_transcript_1548	SAUSA300_RS07875	717.033	672.489	735.273	735.335	122	122.978	123.996	121	127.619	108.864	118.747	124.726	653.604	599.795	638.47	588.837	490.31	482.646	492.418	464.491	553.383	567.017	541.252	715.104	510.672	662.969	673.78	695.558	774.821	812.579	792.761	790.184
unassigned_transcript_1549	SAUSA300_RS07880	231.682	218.953	224.589	268.969	79.45	70.543	68.486	69.703	64.551	74	69.494	59.726	330.267	297.065	343.753	303.165	225.79	238.643	243.621	201.184	357.42	367.599	374.551	446.44	356.003	503.082	491.892	494.648	298.658	254.814	251.494	259.431
unassigned_transcript_1550	SAUSA300_RS07885	199.354	181.963	192.861	185.21	17.449	29.457	18.514	38.297	22.449	18.258	22.506	26.442	213.109	196.654	200.167	193.116	180.335	178.077	179.667	173.627	185.319	203.829	198.633	257.707	203.086	222.668	262.199	227.683	105.34	100.223	117.754	98.568
unassigned_transcript_1551	SAUSA300_RS07890	208.964	215.084	259.552	257.821	29.101	19	25	11	26	25.742	19	23.832	221.464	205.656	224.463	217.844	230.827	178.906	203.76	221.342	163.782	139.593	160.678	193.973	156.702	200.323	203.836	198.692	71.831	77.108	67.718	89.382
unassigned_transcript_1552	SAUSA300_RS07895	62	57	53	49	17	15	17	16	10	10	12	13	35	26.001	22	30	19	28	17	16	19	19	18	25	9	21	22	25	12	26	15	17
unassigned_transcript_1553	SAUSA300_RS07900	196.289	222.783	214	208.564	80.671	72.262	57	75.081	67	75.295	65.026	63.034	184.04	158.004	172.143	187.694	363.674	342.456	338.942	306.393	426.847	412.967	418.263	498.53	415.629	535.85	500.253	494.059	155.061	165.25	180.975	174.55
unassigned_transcript_1554	SAUSA300_RS07905	258.711	221.217	241.702	260.436	122.329	108.738	105	123.722	127	145.705	120.974	125.966	186.001	165.034	182.026	159.168	367.127	371.502	394.246	357.059	465.155	442.777	451.737	575.717	450.907	548.634	536.607	548.109	206.93	249.315	233.387	216.834
unassigned_transcript_1555	SAUSA300_RS07910	52.007	43	57.298	49	19	11	18	16.197	17	21	13	19	80.877	80.214	80	75.923	79	66.984	72	66	66	59.211	60.036	79.359	60.08	69	80	88.865	78	94	82.85	73.399
unassigned_transcript_1556	SAUSA300_RS07915	249	278	293	295.03	63	74	60	57	54.102	78	57	73	688.045	630.491	656.779	656.812	337.013	353.317	387.202	370.736	227.298	224.261	197.651	291	224.691	267.005	295.294	292.154	238.072	282.001	279.006	281.971
unassigned_transcript_1557	SAUSA300_RS07920	23	20	13	11	5	1	6.292	2	2	2	3	3.774	14.014	19.458	15.334	18.792	10.035	14	13	15.029	22.635	17	8	17.093	6	19.507	11.702	15	16.509	10.417	12.964	11.647
