tx	gene_id	USA500_NRS385_Biofilm_10h_1	USA500_NRS385_Biofilm_10h_2	USA500_NRS385_Biofilm_10h_3	USA500_NRS385_Biofilm_10h_4	USA500_NRS385_Biofilm_24h_1	USA500_NRS385_Biofilm_24h_2	USA500_NRS385_Biofilm_24h_3	USA500_NRS385_Biofilm_24h_4	USA500_NRS385_Biofilm_24h_5	USA500_NRS385_Biofilm_24h_6	USA500_NRS385_Biofilm_24h_7	USA500_NRS385_Biofilm_24h_8	USA500_NRS385_Biofilm_5h_1	USA500_NRS385_Biofilm_5h_2	USA500_NRS385_Biofilm_5h_3	USA500_NRS385_Biofilm_5h_4	USA500_NRS385_Planktonic_10h_1	USA500_NRS385_Planktonic_10h_2	USA500_NRS385_Planktonic_10h_3	USA500_NRS385_Planktonic_10h_4	USA500_NRS385_Planktonic_24h_1	USA500_NRS385_Planktonic_24h_2	USA500_NRS385_Planktonic_24h_3	USA500_NRS385_Planktonic_24h_4	USA500_NRS385_Planktonic_24h_5	USA500_NRS385_Planktonic_24h_6	USA500_NRS385_Planktonic_24h_7	USA500_NRS385_Planktonic_24h_8	USA500_NRS385_Planktonic_5h_1	USA500_NRS385_Planktonic_5h_2	USA500_NRS385_Planktonic_5h_3	USA500_NRS385_Planktonic_5h_4
unassigned_transcript_2456	SAUSA300_RS12505	0	0	0	1	1	1	0	0	0	0	0	0	1	0	0	2	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0
unassigned_transcript_2457	SAUSA300_RS12510	999	958.002	958	983	111	124	112	78	95	82	106	121.232	562.165	572.484	596.571	598.369	816.333	814.271	798.041	814.517	402	368.362	409.978	487.092	403.525	469.381	512	508.642	286.006	278.348	277.122	295.19
unassigned_transcript_2458	SAUSA300_RS12515	351	348	373	363	153	161	178	164	189	172	159	164	445.651	518.719	462.762	451.965	514.67	495.032	530.914	526.035	833	825.893	844.175	1019.997	784.958	1033.087	1033.719	1064.845	341.067	365.032	362.99	367.439
unassigned_transcript_2459	SAUSA300_RS12520	192.531	178.881	167.153	186.613	18.051	16.294	13.218	10.172	12.084	20.039	18.138	9.086	126.349	136.508	121.264	137.312	127.113	140.347	132.158	117.251	74.479	72.104	69.304	88.161	60.437	114.134	83.151	110.031	49.439	63.296	53.449	66.398
unassigned_transcript_2460	SAUSA300_RS12525	99.469	88.14	90.847	107.387	8.949	11.706	12.782	3.828	7.916	10.961	12.862	8.914	103.691	109.611	99.853	96.685	116.898	106.653	92.842	102.62	60.521	49.773	65.696	80.839	63.922	77.866	73.849	77.964	58.801	82.636	55.551	89.5
unassigned_transcript_2461	SAUSA300_RS12530	42.476	53.378	52.887	62.573	5	4.759	4.509	5	2	3	2.357	2	36.992	36.619	36.514	37.86	49.959	43.83	25.866	39.764	22.926	13.732	15.003	18.213	20.841	24.214	23.291	26.942	17.384	13.002	11.454	12.787
unassigned_transcript_2462	SAUSA300_RS12535	132.524	143.622	152.113	158.426	38	25.241	37.491	41	38	36	39.643	43	120.131	135.589	135.058	122.141	142.041	128.17	119.134	113.235	84.074	98.268	82.082	112.786	72.159	105.786	100.709	88.058	98.165	117.446	131.546	103.213
unassigned_transcript_2463	SAUSA300_RS12540	11	10	6	6.001	1	1	1	1	0	3	0	3	8.005	11	24.048	16	19	14	15	14	16	19	14	17	22	19	18	23	17.455	29.96	24	13.002
unassigned_transcript_2464	SAUSA300_RS12545	28	31	25	30	6	9	15.998	9	10	5	7	13	39.928	35.029	27	47	41.008	57	44.839	46.999	19	26	20	24	21	29	23	25	7.026	9	6	7
unassigned_transcript_2465	SAUSA300_RS12550	145	174.001	160	160	37	34	33	30	42	29	34	30	201.558	211	217.913	172.004	99.773	108.053	104	115.088	90	91	100.621	135.703	104.01	123	104	115	336.988	348.489	342.657	363.087
unassigned_transcript_2466	SAUSA300_RS12555	18	27	26	35	4	0	3	1	7	2	1	5	36.454	52	39.984	42.017	31	36	41.062	41	17	18	23	24	20	22	29	18.345	10	5	6	6
unassigned_transcript_2467	SAUSA300_RS12560	506	515	542.004	496.136	370	366	356.89	378	321	350.982	362	345	305.816	287.141	314.338	267.225	178.402	171	184	203.984	272	280.966	275.879	343.706	254	352	355.177	338.123	363.243	409.94	396.715	371.123
unassigned_transcript_2468	SAUSA300_RS12565	104	121	100	107	63	60	46	58	57	66	72	63	105.412	102.036	115	93	109.003	124	107	123	167.386	150	173.906	204.015	145.991	202.898	180	199	244.956	260.004	251.454	230
unassigned_transcript_2469	SAUSA300_RS12570	106	120	114	105	22	29	13	20	16	32	18	20	44	48.011	45.243	47	47	53	40.233	48	7	4	9	12	5	10	8	6	16	21	18	20
unassigned_transcript_2470	SAUSA300_RS12575	2597.556	2498.9	2701.965	2572.146	2175.003	2013	2045	2052	2075.052	2190	2131	2056	1841.186	1784.822	1924.437	1809.275	2507.39	2528.678	2552.239	2421.228	473.495	462.34	416.588	632.829	435	571.987	612.006	551.3	3370.886	3545.388	3413.551	3458.686
unassigned_transcript_2471	SAUSA300_RS12580	42	28	36	38	56	51	57	55	54	58	43	46	57.159	56.016	73	68	37.468	44	46.004	37	54	65	72.038	66	55	66	74	76.012	147.759	145.038	148.532	157.008
unassigned_transcript_2472	SAUSA300_RS12585	958.611	873.914	995.062	890.721	237.94	272.955	238.111	233.759	253.982	253.587	246.344	250.908	1365.691	1369.6	1418.409	1312.597	936.415	991.821	927.509	918.782	756.568	772.868	774.942	865.064	715.691	899.258	947.706	868.831	1384.845	1416.799	1393.63	1388.626
unassigned_transcript_2473	SAUSA300_RS12590	1013.389	947.305	1059.957	1000.284	554.06	528.045	574.889	542.4	546.017	621.408	611.656	552.092	1436.162	1454.348	1417.414	1361.562	728.392	709.223	681.19	643.182	756.692	743.2	733.406	871.036	666.451	896.763	852.039	854.449	1774.087	1828.981	1741.881	1752.312
unassigned_transcript_2474	SAUSA300_RS12595	164	148	150	151	16	22	18	22	27	15	21	13.001	189.184	178.73	199.028	206.951	84	86.997	97.683	87	46	28	29	30	34	38	29	35	63	88.998	89.001	64
unassigned_transcript_2475	SAUSA300_RS12600	24	30	31	28	1	3	2	3	5	3	3	1	26	26	30.517	25	12	11	11	5	4	6	5	8	7	8	7	2	3	3.024	4	6
unassigned_transcript_2476	SAUSA300_RS12605	12430.067	12156.097	12557.813	12387.612	18924.34	18847.608	18925.822	18765.559	18741.77	19294.55	19010.37	19003.364	2191.842	2126.167	2172.063	2249.137	6404.819	6596.85	6512.375	6227.928	863	787.78	772.611	1024.889	804	1046.825	1040.27	945.972	2180.865	2364.019	2209.251	2161.193
unassigned_transcript_2477	SAUSA300_RS12610	1212.021	1207	1244	1245.099	127	145	146	102	115	147	132.126	123	1396.621	1340.856	1429.427	1375.499	717.573	719.17	758.354	718.228	672.192	663.663	695.731	864.905	671.172	862.672	837.202	803.838	502.074	557	513.708	536.257
unassigned_transcript_2478	SAUSA300_RS12615	130.191	141	149	147	41	68	37	52	57	46	53	48	99.001	99.986	108.203	99.961	109	91.045	89.026	87.518	84.005	91.769	68	99	83	80	100	112	104	122.673	103.036	111.007
unassigned_transcript_2479	SAUSA300_RS12620	209	184	211	203.999	18	21	26	19	25	13	17	13	145.652	134.026	140.001	129.793	98.004	103.339	73.993	101	62	58	57	76	53	71	61	64.998	104.239	103.002	110.012	120
unassigned_transcript_2480	SAUSA300_RS12630	73.938	79.084	84	66	10.021	9	15.436	15	17.862	21	9	10	69.682	55.652	54.999	66.991	64.439	79.985	73	50.969	62.085	70	68.884	85.36	69.826	67.806	75.531	70.731	61.247	56.098	44.854	65.319
unassigned_transcript_2481	SAUSA300_RS12635	18.062	15.916	19	26	23.979	23	18.564	20	24.138	24	26.064	20	26.53	16	18	14.014	16.002	16.015	15	9.037	35.474	41	37.116	67.137	42.174	55.194	64.469	67.269	49.753	53.902	37.146	46.699
unassigned_transcript_2482	SAUSA300_RS15565	0	0	0	0	0	0	1	0	0	0	1.936	2	0	1	0	0	1.998	1	0	0	0	0	0	0.886	1	0	1	0	0	0	1	0
unassigned_transcript_2483	SAUSA300_RS12640	82	79	89.994	88	15	13	15.498	10	11	8	17	17.131	148.558	119.779	141.561	144.05	140.344	163.975	182.479	131.997	192.428	197.978	173.14	191.876	169.438	203.326	223.011	212	58.001	90.576	88.706	89.076
unassigned_transcript_2484	SAUSA300_RS12645	51	48	58.006	43	13	20	14.502	20	7	22	20	12.869	88.987	102	86.348	103.787	107	94.828	89.005	88.003	145.582	142.011	118.931	174	147.855	176.674	187.775	181	66	66.424	54.294	73.927
unassigned_transcript_2485	SAUSA300_RS12650	83	76	95	75	38	28	35	31	30	36	40	26	93.996	95.094	101.889	103	178	207.796	160	184.06	289	257.016	247.804	298	249.096	288	321.923	327.236	74	80	66.992	74.675
unassigned_transcript_2486	SAUSA300_RS12655	24	24	15	19	36	25	26	27	23	31	26	22	15	26	16	24	22	24	19	21	22	18	14	24	15	19	24	22	26	25	30	41
unassigned_transcript_2487	SAUSA300_RS12660	9	12	10	9	8	1	3	2	2	3	8	8	5	4	11	9	10	12	15	18	12	19	16	18	14	22	21	26	4	5	8	10
unassigned_transcript_2488	SAUSA300_RS12665	237.414	248	274	241	129.998	121	129.995	134	125	130	108.896	130.736	364.396	352.501	406.801	357.106	210.251	226.045	220.684	230.931	374.302	404.107	380.73	470.305	357.302	457.541	478.106	498.729	392.063	421.404	424.094	431.996
unassigned_transcript_2489	SAUSA300_RS12670	155.586	117	151	155	12.002	12	8	7	6	7	9.104	13.264	144.804	156.713	161.028	147.905	95.081	102.301	125.067	100.083	58.698	57.126	59.71	74.727	46.698	75.403	83.895	75.271	52.668	57.998	40.129	51.801
unassigned_transcript_2490	SAUSA300_RS12675	233.768	229.709	220.469	258.212	39.439	30.36	40.624	30.089	30.868	27.716	41.754	49.503	293.507	318.379	301.345	325.038	107.559	132.082	110.276	118.322	73.31	67.394	60.116	84.575	65.291	88.516	61.412	94.996	79.261	64.915	64.786	59.953
unassigned_transcript_2491	SAUSA300_RS12680	284.375	274.291	267.531	263.447	97.561	99.64	107.376	94.911	104.132	98.284	102.246	92.497	348.732	306.268	327.982	306.795	165.441	164.918	150.076	144.749	59.69	63.606	49.884	75.135	75.709	72.613	61.588	90.012	102.739	127.056	123.705	92.047
unassigned_transcript_2492	SAUSA300_RS12685	231	212	227	237	89	92	116	82	106	96	87	90	234.705	240.92	232.086	224.005	187.195	174.002	166	160.014	126	128	145	168	112	175.982	191	199	191.007	168.999	175.107	171.123
unassigned_transcript_2493	SAUSA300_RS12690	128	164	149	140.011	7	13	13	13	13	19	13	15	204.143	198.665	224.999	194.389	130	158.106	161	141.101	104	113.236	120	128.372	113.008	135	134.641	132	75	65.986	89	69.733
unassigned_transcript_2494	SAUSA300_RS12695	73.961	65	76.854	65.867	53	42	51	43	40	42	49.336	45	89	76.329	90.991	93.114	598.884	592.4	592.931	580.089	798.237	788.01	814.627	940.204	768.914	1019.929	1035.23	928.542	620.767	652.204	615.884	698.56
unassigned_transcript_2495	SAUSA300_RS12700	26.039	28	25.146	24.133	9	10	10	9	12	10	12.664	9	37.416	41.011	30.009	30.006	219.388	245.246	207.873	224.549	337.579	303.038	304.048	419.563	280.685	400.276	419.94	398.559	233.473	225.534	226.105	210.475
unassigned_transcript_2496	SAUSA300_RS12705	180	172	186	184	7	5	12	10	9	12	8	11	87	84	80.76	91.079	61	77	68	71.354	22	28	23	30	40	38	36	30	10	6	8	7
unassigned_transcript_2497	SAUSA300_RS12710	30	30	29	34	5	9	11	15	4	9	6	14	48.619	40	40	46.352	45.002	35	31	31	96	75	73	117.072	101	91.019	131	96	23	30	31	27.162
unassigned_transcript_2498	SAUSA300_RS12715	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.866	0	0	0	0	0	0	0	0
unassigned_transcript_2499	SAUSA300_RS12720	232.328	200	230	243	45	64	47	42	51	62	52	46	223.694	200.067	180.051	187.017	348	320.975	341.004	334.095	241	243	243.349	335.192	241	326.002	305.944	305.896	112.388	113.522	91	109.473
unassigned_transcript_2500	SAUSA300_RS12730	74	96	93	86	10	12	6	12	11	10	13	13	83	75.6	92.831	72.69	76	84.932	75.002	95	24	35	34	29	37	37	41	27.716	26.789	31	25	28
unassigned_transcript_2501	SAUSA300_RS12735	77	113	108	93	7	11	9	11	14	19	8	5	120.001	114.997	114	123.04	58	57	65	63	48	50	56.464	63	56	68	53	58	59	65	58	54
unassigned_transcript_2502	SAUSA300_RS12740	0	2	2	0	0	0	1	0	0	0	0	0	1	1	3	3	0	0	2	0	0	0	1	0	0	0	0	0	0	0	1	0
unassigned_transcript_2503	SAUSA300_RS12745	15.044	11.146	11.659	11	3	1	8	4	1	4	1	3	77.824	91.667	86.573	73.098	25	37	37.321	23.999	31.985	21.599	19.525	26.929	17	23.437	28.713	32.271	10.888	24	28	27
unassigned_transcript_2504	SAUSA300_RS12750	12.956	17.854	17.341	9	0	1	3	2	1	2	1	2	77.365	99.344	86.924	83.965	45	30	31.032	28.001	12.479	18.401	13	17.071	16	14.022	16.287	18.729	8.112	13	7	12
unassigned_transcript_2505	SAUSA300_RS12755	31	35.184	33.099	32	9	10	12	11	8	8	4.013	6	27.101	25	22.099	24.295	35.174	36.004	25.007	27.294	29.224	33	35	45.723	30	47.336	46	42.024	23.08	19.518	19.637	34.578
unassigned_transcript_2506	SAUSA300_RS12760	132	113.816	128.901	115	14	11	18	12	8	8	10.987	15	138.086	127.302	152.905	140.721	134.871	156.448	139.976	128.892	128.776	129	121	138.277	105	148.664	130	132.976	121.92	89.482	111.269	103.487
unassigned_transcript_2507	SAUSA300_RS12765	3	6	4.726	8.688	2	2	1	0	1	0	1	0	23.142	26.045	31.137	25.081	15.254	21.944	14	18	5	2.001	0	5	3	5	3	3.804	2	1	1.943	2.005
unassigned_transcript_2508	SAUSA300_RS12770	7	8	8.274	10.312	0	1	0	2	1	1	0	0	28.858	32.955	21.863	35.828	23.746	26.056	21	23	12	14	8	8	12	9	12	12.196	4	9	9.057	8.995
unassigned_transcript_2509	SAUSA300_RS12775	1486.467	1398.021	1549	1503.122	731	731.727	679	709	655.998	708.007	719.548	693	954.808	987.467	964.234	913.428	906.036	901.044	892.745	852.952	854.001	786.001	771.77	1057.767	800.277	976.619	1038.708	1039.422	513.675	565.893	551.649	537.286
unassigned_transcript_2510	SAUSA300_RS12780	1616	1687.978	1684	1655.005	225	195	205	211	209	234	194	207.215	1051.296	1017.422	1000.305	981.751	2905.447	3038.23	2968.625	2891.042	1920.892	1828.064	1922.921	2402.183	1831.177	2212.529	2281.301	2232.826	4179.989	4378.272	4344.193	4368.443
unassigned_transcript_2511	SAUSA300_RS12785	562	487.668	631	551	75	100	75	98	59	77	83	81	451.116	416.101	448.032	455.79	397.472	424.324	391.101	388.054	203	243	221.007	266.004	230	271.995	301	247.628	282.406	302.21	274.035	287.477
unassigned_transcript_2512	SAUSA300_RS12790	10820.902	10500.951	11125.003	10663.721	1778	1730	1666.03	1734	1704.995	1789	1736.927	1702.998	3498.122	3446.095	3559.246	3545.957	8623.218	8856.751	8709.585	8561.527	983.962	879.897	956.411	1256.99	941.788	1217.622	1134.927	1142.441	2026.697	2126.166	1959.223	1923.584
unassigned_transcript_2513	SAUSA300_RS12795	40	41	43	48	5	4	8	6	5	7	3	3	22	23	23	17	14	11	14	16	11	17	14	18	11	16	21	14	22	28	17	17.997
unassigned_transcript_2514	SAUSA300_RS12800	231	244	242.033	245	119.755	97	98	97	98	109	118	103	277.455	244.995	247.068	250.861	171	169.016	169.001	165.007	230	217	206.01	265	197.051	271.887	280	274.021	185	233.045	173	176.951
unassigned_transcript_2515	SAUSA300_RS12805	36.287	39	48.336	36	22.502	19	24	18	21.12	14	22.458	20	25.029	29.02	34.039	18.01	12	11	12	10	14.646	25	16.012	22	23.096	18	27.919	23.119	18	14.971	20	24.186
unassigned_transcript_2516	SAUSA300_RS12810	112.713	119	143.594	114	46.498	38	46	47	41.88	44	46.542	41	66.873	63.031	74.078	75.877	40.028	30.001	29	25.037	41.417	45	47.988	63	58.916	71	62.081	64.881	49	50.429	47.099	59.814
unassigned_transcript_2517	SAUSA300_RS12815	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
unassigned_transcript_2518	SAUSA300_RS12820	88	91	99	86	54	52	42	38	41	43	47	40	33	31	32	29	30	32	36	24	63	56	58	73.39	64	63	72	59	74	99	91	73
unassigned_transcript_2519	SAUSA300_RS12830	14	13	17	21	1	3	6	6	4	2	3	3	8	11	17.103	17	34	25	22.003	25.191	27.111	37.615	31	34	27	31	29	39	32	35	29	22.001
unassigned_transcript_2520	SAUSA300_RS12835	217.484	188.248	223.59	220.706	24	18	27.339	21	16	21.867	16	28	187.75	186.392	180.001	185.288	211.994	225.954	204.092	230.31	189.336	175.836	202.361	255.869	205.349	247.545	268.514	250.552	89.203	90.588	89.514	94.863
unassigned_transcript_2521	SAUSA300_RS12840	291.899	270.752	292.41	292.294	18	22	34.661	27	15	18.133	25	22	249.886	259.119	293.978	257.324	321.007	348.046	353.586	325.69	132.199	128.643	131.639	164.131	117.651	160.248	132.079	165.169	82.02	77.407	62.486	72.137
unassigned_transcript_2522	SAUSA300_RS12845	99	84	107	103.475	23	28	32	38	32	20	31	28	109.388	106.006	92.995	114.897	46.003	45	65	39	141	127	146.108	169	139.002	172	175	185	143	133	113.181	108.01
unassigned_transcript_2523	SAUSA300_RS12850	190	183	185	166	18	23	15	21	23	19	21	19	140.912	129.507	136.006	148.558	96.935	107.001	112	88	83	74	77	97	63	124	97.103	89.556	76	71	69.887	52.244
unassigned_transcript_2524	SAUSA300_RS12855	195	204	183.001	183	15	12	15	23	15	19	21	13	221.723	258	243.288	224.669	262.014	279.155	252.155	239.085	108.961	107	121.009	127.984	88.002	141	144.546	153.071	34.136	50.948	32.053	43.001
unassigned_transcript_2525	SAUSA300_RS12860	3410.147	3349	3439.918	3351.494	1216	1251.994	1271.259	1269.01	1251	1207.143	1210	1232	1390.431	1435.567	1539.721	1413.109	4616.732	4862.759	4622.446	4619.902	332.689	337	333.839	394.076	354.341	406	415.861	364.934	1391.861	1442.62	1345.984	1333.6
unassigned_transcript_2526	SAUSA300_RS12865	89	108	107	111	4	6	0	5	7	3	2	6	109.973	122.867	101.826	131.952	130	127	151.009	144.061	30	39	35.907	32	23	36.191	36	26	28.945	23	28.987	30
unassigned_transcript_2527	SAUSA300_RS12870	695.412	613.003	669	664	151	131	140	151.999	150	155	134	155	729.389	810.656	790.571	787.923	917.271	943.001	939.019	912.667	1253.004	1246.583	1218.097	1476.235	1116.467	1505.097	1524.173	1493.828	527.112	568.223	582.553	559.953
unassigned_transcript_2528	SAUSA300_RS12875	57.588	53.997	55	56	4	3	3	3	1	9	4	3	30.042	37.999	38.804	30	63.08	60	46	45	41	26.92	33.995	48.937	28	40	47.946	49.959	13	11	13.457	9.996
unassigned_transcript_2529	SAUSA300_RS12880	225.207	219	214	231	85	72	75	73	75	85	88	81	1063.621	998.185	1035.754	1059.94	981.726	964.495	916.193	901.968	646.341	641	644.988	843.382	671.801	840.406	761.812	788.985	602.141	629.853	621.572	659.626
unassigned_transcript_2530	SAUSA300_RS12885	142	122	136	157	15	14	22	15	20	10	11	13	218.962	215.007	196.929	211.758	153	148.896	145.376	157	69	69.672	69	76.896	48	78	70	67.8	39	45	39	44
unassigned_transcript_2531	SAUSA300_RS12890	823	859.012	828	837	312	285	237	268	263.138	258	272	254	339.26	314.318	316.721	321.935	1172.667	1146.079	1140.888	1024.014	245	263.071	265.011	325	256	310.746	318.043	291	1163.929	1151.857	1217.912	1119.497
unassigned_transcript_2532	SAUSA300_RS12895	12.999	8.683	7	4	0	2	0	1	1	1	4	1	5	4	13	11	7.373	5	7	6	6	4	8	5	3	9	4	3	6.596	5	9	5
unassigned_transcript_2533	SAUSA300_RS12900	10.001	8.317	8	12	1	1	1	1	1	0	3	1	9	13	17	14	7.627	5	5	4	4	4	3	1	3	3	4	3	1.404	5	3	1
unassigned_transcript_2534	SAUSA300_RS12905	344.946	340.399	340.879	359.561	120.77	124.152	145.121	117.732	114.206	126.059	131.813	127.003	334.875	326.658	341.769	314.457	788.231	758.65	759.813	764.33	209.962	212.664	201.71	284.323	218.144	278.412	269.141	303.537	447.371	434.249	478.652	427.688
unassigned_transcript_2535	SAUSA300_RS12910	570.732	592.457	633.337	621.774	440.796	476.411	438.879	466.279	436.967	426.819	451.385	428.984	550.325	594.87	558.209	581.155	1036.935	1025.347	995.535	985.359	436.202	416.998	450.282	555.289	458.327	542.579	526.79	577.589	997.601	996.921	1065.898	1027.507
unassigned_transcript_2536	SAUSA300_RS12915	415.821	362.58	380.914	334.61	114.467	126.843	121.698	126.647	115.719	113.907	114.563	115.975	312.539	336.303	299.477	321.98	543.388	545.39	506.328	552.873	199.084	204.5	209.497	251.773	211.745	254.224	242.953	227.819	525.435	577.71	555.217	489.337
unassigned_transcript_2537	SAUSA300_RS12920	261.391	275.373	267.548	270.581	144.435	141.617	123.856	134.303	130.273	117.818	138.326	122.938	217.145	228.671	192.659	190.487	381.072	396.512	365.249	339.268	99.759	102.065	120.297	164.264	94.029	149.459	139.657	134.885	383.724	390.255	447.026	398.094
unassigned_transcript_2538	SAUSA300_RS12925	115.111	107.19	123.739	114.472	77.41	87.261	83.035	61.749	90.68	78.585	90.434	83.897	78.304	64.802	51.628	69.03	147.825	144.813	149.964	168.245	26.002	25.6	29.266	40.593	38.806	40.256	35.69	38.298	166.117	202.234	168.701	170.951
unassigned_transcript_2539	SAUSA300_RS12930	567.279	590.362	492.897	545.425	1872.083	1899.956	1951.898	1902.526	1897.507	1855.742	1878.934	1888.416	215.846	218.043	249.234	225.944	894.208	854.022	812.549	847.382	334.544	324.814	333.615	383.231	313.104	442.017	394.304	367.144	1958.562	1990.779	1895.604	1945.421
unassigned_transcript_2540	SAUSA300_RS12935	1551.919	1550.639	1557.226	1588.564	2631.686	2472.882	2548.535	2426.793	2498.944	2606.161	2569.754	2496.682	325.744	303.293	349.359	308.165	2135.205	2200.096	2173.716	2079.736	558.465	559.186	535.465	637.511	517.828	669.065	640.988	636.966	3832.28	3911.493	3950.98	3966.142
unassigned_transcript_2541	SAUSA300_RS12940	319.64	291.285	296.078	343.227	428.447	417.87	403.385	403.821	408.219	427.364	410.134	405.163	129.921	123.453	146.13	160.157	424.463	430.761	394.004	409.85	215.002	213.438	202.226	260.308	210.996	261.442	274.807	237.175	813.37	819.486	805.17	867.59
unassigned_transcript_2542	SAUSA300_RS12945	124.107	105.931	123.031	122.352	299.278	277.936	301.382	282.933	280.284	321.936	291.9	316.409	35.904	52.635	54.492	35.933	152.284	161.814	170.274	152.956	107.799	110.054	94.757	139.745	86.509	138.522	135.087	130.854	440.404	430.97	408.442	384.507
unassigned_transcript_2543	SAUSA300_RS12950	510.068	503.784	499.891	498.803	700.96	637.252	657.233	660.256	673.497	716.818	703.013	716.428	122.842	125.025	115.14	126.365	740.163	757.743	731.282	698.948	278.2	299.191	306.071	360.49	300.648	383.562	432.435	369.972	1268.625	1317.533	1278.195	1266.745
unassigned_transcript_2544	SAUSA300_RS12955	111.081	94	126	121.617	108.812	98	100	110.327	105	116.122	122.959	130	17.004	21	20	15	112.654	108.798	121.836	131	37	47	51	64	49	56	47.885	55.029	208.38	241.235	209.49	206.358
unassigned_transcript_2545	SAUSA300_RS12960	78	84	93	87	16	16.89	22	22	21	26	22	27	35.027	43	42	41	13	27.004	25.01	18	31	29	32	39	31	40	49	43	37.05	30	20	30
unassigned_transcript_2546	SAUSA300_RS12965	131.943	109	119	134	15	18	23	17	30	24	16	21	65.898	80	88.001	83	94	85	95.006	100	184	128	157	184	143	180.003	206	203.082	63.986	93	83.009	73.403
unassigned_transcript_2547	SAUSA300_RS12970	0	0	0	0	0	0	0	0	1	1	0	0	0	1	3	2	1.988	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
unassigned_transcript_2548	SAUSA300_RS12975	51	29	33.14	35	6	5	3	7	5	3	4	6	31	38.47	28	23	20.012	20	26	21	13	14	12	11	10	20	13	10	16	17	12	12
unassigned_transcript_2549	SAUSA300_RS12980	153	143	151	143	19	38	35	22	35	41	32	22	147.051	149	139.177	145.396	67	81.628	73	69.818	106.786	108.95	99	138.011	118.685	132.009	142.477	145.151	56	77	66.062	79
unassigned_transcript_2550	SAUSA300_RS15830	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
unassigned_transcript_2551	SAUSA300_RS12985	119.424	115.386	128.548	100.806	30.065	32.305	41.002	42.921	32.462	40.708	28.324	31.734	44.285	52.258	40.826	53.456	43.362	45.45	47.86	44.078	25.545	25.986	23.607	26.99	28.945	27.001	25.927	28.109	19.758	29.524	22.871	17.969
unassigned_transcript_2552	SAUSA300_RS12990	83.568	95.614	74.452	94.194	45.935	38.695	34.998	49.079	45.538	46.349	55.676	39.266	40.754	43.742	33.174	42.233	29.887	36.675	26.84	32.922	23.457	26.027	40.393	38.01	25.055	33.999	37.073	34.891	29.242	26.476	26.13	25.031
unassigned_transcript_2553	SAUSA300_RS12995	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0
unassigned_transcript_2554	SAUSA300_RS13000	72.161	55.188	69.316	65.934	4	8	7	8	4	5	5	7.082	63.781	58.179	46.527	53.27	51	42	37.312	56.381	68.805	53	52	65.81	43.961	73.643	68.511	73.298	47.652	43.134	43	53.091
unassigned_transcript_2555	SAUSA300_RS13005	19.839	24.812	30.684	15.066	5	1	3	5	1	1	4	5.918	19.211	16.821	31.206	30.962	9	15	23.688	11.619	15.405	9	10	17.19	12.039	17.481	10.489	18.702	19.371	26.462	16	19.909
unassigned_transcript_2556	SAUSA300_RS13010	109	78.012	100	99.147	42	40	43	26	33	46	39	41	44	38	48	64.001	55	66	45.211	63	57.005	43.376	44	58	46	45	56	55	28	37	35	24
unassigned_transcript_2557	SAUSA300_RS13015	1234.965	1194.187	1218.527	1150.377	585.754	568.707	623.843	591.937	608.006	563.948	605.82	559.209	3349.174	3382.745	3524.013	3380.073	1859.419	1968.468	1817.011	1783.353	856.996	864.277	870.44	1105.09	866.682	1175.757	1088.014	1065.556	2311.309	2451.223	2413.553	2368.703
unassigned_transcript_2558	SAUSA300_RS13020	968.846	927.671	968.275	939.967	482.237	473.675	467.077	492.53	472.539	493.739	444.171	466.127	2031.044	2039.441	2070.274	1989.991	1314.216	1372.931	1340.247	1300.733	461.867	442.897	454.429	613.566	486.228	619.803	600.394	592.775	1654.924	1741.832	1743.738	1732.028
unassigned_transcript_2559	SAUSA300_RS13025	785.251	743.958	781.394	732.518	183.489	169.859	143.529	169.527	153.455	160.402	161.01	142.665	2086.733	2110.436	2098.799	1964.292	1261.346	1263.215	1159.068	1157.826	514.365	510.9	528.071	634.134	481.868	685.234	647.907	652.374	1499.517	1502.631	1434.358	1511.42
unassigned_transcript_2560	SAUSA300_RS13030	337	379.83	408.804	415	73	76	80	98.007	70	67	76	90	626.428	562.743	578.186	541.048	477.329	492.601	502.881	472.991	281.936	268.013	233.197	337.393	264.773	303.187	324.899	297.62	411.506	446.914	454.115	446.275
unassigned_transcript_2561	SAUSA300_RS13040	21.948	21	17	20	5	4	3	7	11	6	8	7	18	23	22.074	21.997	25	33	27	33	11	15	16	24	13	17	19	15	5	11	6	8
unassigned_transcript_2562	SAUSA300_RS13045	2385.036	2352.019	2358.284	2425	281	324	311	312	315	323	297.578	311	1582.736	1558.661	1550.803	1427.467	2269.783	2209.976	2153.475	2151.691	1129.663	1153	1094.147	1315.67	1110.474	1381.727	1408.439	1309.544	1020.476	1136.779	1170.518	1059.647
